1AAR, 3.0
1ACB, 1070.152724889304
1ADO, 1731.6013159271342
1AG2, 48.09470594764712
1AJ3, 6.0
1AKK, 9250.142341679333
1AM7, 749.6381316610996
1AMQ, 3765.5886523751706
1ANK, 9752.346603956632
1ANT, 8330.925306301397
1AON, 6196.744626471761
1APS, 16771.29982562415
1AQH, 480.77837611867164
1ARR, 17714.910884903446
1AV1, 3830.490669776809
1AXB, 8228.37447112307
1AYE, 4248.128991940161
1AYF, 476.1291853534627
1AZP, 2819.580683256233
1B0O, 2366.3785617685094
1B26, 7564.408864018123
1B5M, 2136.0696862777813
1BAH, 2601.9648101898115
1BCX, 811.1904513063383
1BFG, 72.09924242424242
1BLC, 7959.983905117892
1BNI, 641.7504480604257
1BNL, 6.0
1BOY, 802.9531680810676
1BP2, 1436.6381989687693
1BPI, 1748.9540057551628
1BRF, 5733.250556801761
1BTA, 3560.8652643508613
1BTM, 13801.112230847479
1BVC, 2822.78505161735
1BVU, 7473.782976882809
1BYW, 195.5237368346053
1C2R, 5616.64246803109
1C52, 8287.862207582242
1C5G, 10193.659723208713
1C8C, 2875.731591866485
1C9O, 15948.202541972825
1CAH, 6909.658354650276
1CEY, 223836.75545567286
1CF3, 18167.8722054969
1CHK, 477.0862361960725
1CLW, 67.33333333333334
1CQW, 66477.13103379321
1CSP, 15403.132848360596
1CTS, 830.06044387799
1CYC, 9081.101941513947
1CYO, 3099.7641387745202
1DEC, 759.0043010910664
1DIL, 2798.526601181958
1A23, 5318.454333084683
1A43, 46.1453898225957
1A5E, 77155.00890484569
1AAR, 3.0
1ACB, 1070.152724889304
1ADO, 1731.6013159271342
1AG2, 48.09470594764712
1AJ3, 6.0
1AKK, 9250.142341679333
1AM7, 749.6381316610996
1AMQ, 3765.5886523751706
1A23, 5318.454333084683
1A43, 46.1453898225957
1A23, 5318.454333084683
1A43, 46.1453898225957
1A5E, 77155.00890484569
1AAR, 3.0
1ACB, 1070.152724889304
1ADO, 1731.6013159271342
1AG2, 48.09470594764712
1AJ3, 6.0
1AKK, 9250.142341679333
1AM7, 749.6381316610996
1AMQ, 3765.5886523751706
1ANK, 9752.346603956632
1ANT, 8330.925306301397
1AON, 6196.744626471761
1APS, 16771.29982562415
1AQH, 480.77837611867164
1ARR, 17714.910884903446
1AV1, 3830.490669776809
1AXB, 8228.37447112307
